Date,Open,High,Low,Close,Adj Close,Volume
2017-01-12,159.149994,159.160004,156.669998,158.289993,154.824265,3020500
2017-01-13,158.740005,159.580002,158.339996,158.830002,155.352463,2435400
2017-01-17,158.199997,159.039993,157.229996,157.669998,154.217834,2756000
2017-01-18,157.550003,159.050003,156.750000,158.320007,154.853638,2087000
2017-01-19,158.869995,159.869995,157.910004,159.000000,155.518738,3144000
2017-01-20,159.809998,160.300003,158.229996,159.529999,156.037125,3384500
2017-01-23,158.940002,159.500000,157.289993,157.839996,154.384125,3931200
2017-01-24,158.580002,160.929993,157.839996,160.550003,157.034790,3927500
2017-01-25,163.589996,168.649994,163.240005,167.360001,163.695694,7480000
2017-01-26,167.250000,170.000000,167.250000,169.119995,165.417145,5436800
2017-01-27,169.210007,169.800003,167.009995,167.699997,164.028244,4883200
2017-01-30,165.919998,165.990005,163.820007,165.570007,161.944901,5456300
2017-01-31,164.960007,165.100006,163.220001,163.419998,159.841949,5350700
2017-02-01,164.250000,165.809998,163.119995,163.970001,160.379913,3138000
2017-02-02,163.220001,163.970001,160.820007,162.259995,158.707352,3791700
2017-02-03,162.990005,163.559998,162.309998,162.399994,158.844284,2981700
2017-02-06,162.419998,164.080002,162.380005,163.979996,160.389694,3110500
2017-02-07,165.000000,167.419998,164.869995,166.500000,162.854523,4243200
2017-02-08,165.000000,165.240005,163.690002,163.809998,161.601639,3041600
2017-02-09,164.669998,165.089996,164.059998,164.279999,162.065308,3451100
2017-02-10,165.250000,166.449997,164.470001,166.229996,163.989014,2689700
2017-02-13,166.449997,169.070007,166.350006,168.029999,165.764755,3765000
2017-02-14,167.699997,168.800003,167.220001,168.500000,166.228424,2579300
2017-02-15,168.419998,169.949997,168.350006,169.300003,167.017624,4033200
2017-02-16,169.740005,170.809998,168.750000,170.809998,168.507278,3070100
2017-02-17,170.410004,173.250000,170.399994,172.710007,170.381668,4982900
2017-02-21,173.919998,176.169998,173.679993,175.559998,173.193237,4231700
2017-02-22,174.979996,175.750000,174.009995,175.360001,172.995926,2832100
2017-02-23,175.970001,177.000000,175.699997,176.860001,174.475708,3502600
2017-02-24,176.750000,178.800003,176.100006,177.440002,175.047897,4197200
2017-02-27,178.000000,179.880005,177.550003,179.429993,177.011063,2892600
2017-02-28,180.339996,181.929993,179.669998,180.229996,177.800262,4785100
2017-03-01,181.850006,184.800003,181.820007,183.910004,181.430664,5461800
2017-03-02,184.000000,185.710007,182.970001,182.990005,180.523071,4909000
2017-03-03,182.990005,183.580002,181.449997,182.179993,179.723984,3917500
2017-03-06,181.399994,182.300003,180.429993,180.929993,178.490829,4244000
2017-03-07,180.639999,182.839996,180.619995,182.020004,179.566147,2452000
2017-03-08,182.399994,182.690002,181.490005,181.740005,179.289932,2321700
2017-03-09,181.429993,182.589996,179.580002,180.570007,178.135696,3100500
2017-03-10,181.899994,181.970001,177.919998,178.699997,176.290894,4595600
2017-03-13,177.160004,179.190002,177.070007,179.050003,176.636185,3499000
2017-03-14,178.539993,179.690002,177.710007,178.729996,176.320496,2346700
2017-03-15,179.000000,179.240005,177.970001,178.710007,176.300781,3569000
2017-03-16,179.820007,180.000000,177.639999,178.190002,175.787781,3100700
2017-03-17,178.309998,180.380005,178.169998,180.100006,177.672043,5037400
2017-03-20,180.100006,180.149994,179.139999,179.389999,176.971603,2062200
2017-03-21,179.990005,180.250000,175.500000,175.960007,173.587845,3239600
2017-03-22,175.960007,177.100006,175.500000,176.979996,174.594101,2505700
2017-03-23,177.339996,177.850006,176.589996,177.259995,174.870316,2006400
2017-03-24,176.850006,177.529999,174.770004,175.820007,173.449738,2386800
2017-03-27,174.369995,176.440002,173.750000,176.100006,173.725967,2750700
2017-03-28,176.289993,177.679993,175.000000,177.360001,174.968964,2412600
2017-03-29,177.399994,177.990005,176.970001,177.630005,175.235336,1640600
2017-03-30,177.250000,178.490005,177.220001,177.979996,175.580612,1737200
2017-03-31,178.020004,178.179993,176.809998,176.860001,174.475708,2032700
2017-04-03,177.080002,177.729996,175.500000,176.649994,174.268539,2934800
2017-04-04,176.880005,178.789993,176.759995,178.699997,176.290894,2326500
2017-04-05,179.000000,180.179993,176.889999,177.080002,174.692749,2567200
2017-04-06,177.559998,178.220001,177.119995,177.369995,174.978821,2343600
2017-04-07,178.389999,179.089996,177.259995,178.850006,176.438904,2806900
2017-04-10,179.000000,179.970001,177.479996,177.559998,175.166275,2309300
2017-04-11,177.500000,178.600006,176.960007,178.570007,176.162674,2266300
2017-04-12,178.250000,178.250000,175.940002,176.050003,173.676636,2922700
2017-04-13,175.740005,176.880005,175.559998,175.619995,173.252426,2024100
2017-04-17,175.839996,179.080002,175.649994,179.020004,176.606598,2450200
2017-04-18,178.589996,179.970001,177.119995,177.850006,175.452362,2960200
2017-04-19,178.470001,179.899994,178.160004,178.399994,175.994949,2124500
2017-04-20,178.740005,179.820007,178.350006,179.300003,176.882828,2335200
2017-04-21,179.419998,180.929993,179.419998,180.380005,177.948273,3146600
2017-04-24,181.750000,182.460007,181.610001,182.059998,179.605606,3141900
2017-04-25,182.529999,183.850006,182.529999,183.509995,181.036057,3735400
2017-04-26,182.309998,183.000000,180.110001,181.710007,179.260345,4471600
2017-04-27,182.589996,183.759995,182.589996,183.220001,180.749969,3129100
2017-04-28,183.419998,184.929993,183.020004,184.830002,182.338272,2171700
2017-05-01,184.229996,184.490005,181.800003,182.389999,179.931168,3516700
2017-05-02,182.539993,183.910004,182.529999,183.440002,180.967010,1979800
2017-05-03,183.449997,183.750000,182.250000,183.389999,180.917679,2983200
2017-05-04,183.330002,184.250000,182.179993,183.070007,180.601990,2289300
2017-05-05,183.160004,185.070007,183.160004,185.009995,182.515839,2636900
2017-05-08,185.380005,186.389999,185.000000,186.020004,183.512238,1963400
2017-05-09,186.110001,187.210007,186.050003,186.910004,184.390244,3004000
2017-05-10,185.139999,185.649994,178.179993,183.179993,182.093918,7060100
2017-05-11,182.899994,184.330002,182.169998,183.940002,182.849426,2883800
2017-05-12,183.710007,183.979996,182.630005,183.250000,182.163513,3479200
2017-05-15,183.300003,184.110001,182.279999,182.389999,181.308609,3365000
2017-05-16,182.729996,183.149994,182.039993,182.699997,181.616776,2156100
2017-05-17,182.699997,182.699997,178.679993,178.779999,177.720016,2535700
2017-05-18,178.479996,178.500000,175.470001,177.399994,176.348190,3118100
2017-05-19,177.729996,181.419998,176.770004,180.759995,179.688263,4038900
2017-05-22,183.779999,185.320007,182.520004,183.669998,182.581024,2946800
2017-05-23,184.000000,184.460007,182.860001,183.490005,182.402100,2123800
2017-05-24,183.460007,185.399994,183.460007,185.250000,184.151657,2424700
2017-05-25,185.630005,187.419998,185.589996,187.070007,185.960876,2363300
2017-05-26,186.729996,187.610001,186.270004,186.589996,185.483704,1735800
2017-05-30,186.759995,187.419998,186.190002,186.880005,185.771988,2231600
2017-05-31,187.369995,188.259995,186.720001,187.630005,186.517548,5186700
2017-06-01,187.410004,187.910004,184.529999,187.320007,186.209381,2870200
2017-06-02,187.820007,191.699997,187.649994,190.229996,189.102127,3034300
2017-06-05,190.070007,190.740005,188.809998,188.949997,187.829712,2522100
2017-06-06,188.410004,188.860001,186.690002,186.750000,185.642761,2725000
2017-06-07,186.850006,188.539993,186.389999,188.100006,186.984756,2383500
2017-06-08,188.100006,191.070007,187.699997,189.929993,188.803894,2331300
2017-06-09,190.000000,190.990005,189.250000,190.029999,188.903305,3344900
2017-06-12,190.300003,190.529999,188.050003,190.000000,188.873489,2730100
2017-06-13,190.050003,191.559998,189.350006,191.089996,189.957031,1882700
2017-06-14,191.050003,193.380005,190.820007,192.380005,191.239380,2210000
2017-06-15,191.429993,195.550003,191.369995,195.449997,194.291168,2894100
2017-06-16,196.009995,197.949997,195.809998,196.440002,195.275314,6939100
2017-06-19,197.880005,199.470001,197.000000,199.080002,197.899658,2726400
2017-06-20,198.750000,201.240005,198.309998,198.330002,197.154099,3077400
2017-06-21,199.580002,199.710007,197.559998,199.169998,197.989120,3151100
2017-06-22,199.250000,200.410004,199.179993,199.440002,198.257523,3339300
2017-06-23,199.259995,202.350006,198.679993,202.229996,201.030975,4310100
2017-06-26,202.770004,204.389999,199.940002,199.979996,198.794312,3077600
2017-06-27,199.800003,200.919998,198.889999,198.889999,197.710785,2296900
2017-06-28,199.500000,200.949997,199.300003,199.619995,198.436447,2096800
2017-06-29,199.619995,199.759995,196.449997,197.460007,196.289261,2428900
2017-06-30,198.500000,199.440002,197.389999,197.750000,196.577545,2225600
2017-07-03,198.070007,199.440002,197.750000,198.589996,197.412552,1511200
2017-07-05,199.300003,202.139999,198.860001,201.809998,200.613464,2716700
2017-07-06,201.639999,202.490005,200.779999,201.479996,200.285416,2737400
2017-07-07,202.240005,203.279999,201.259995,202.369995,201.170151,3090400
2017-07-10,202.320007,204.580002,202.190002,203.960007,202.750732,2701900
2017-07-11,204.000000,206.660004,204.000000,206.270004,205.047028,2815800
2017-07-12,206.949997,208.610001,206.320007,206.440002,205.216019,2817400
2017-07-13,206.800003,207.000000,205.350006,206.229996,205.007263,1943600
2017-07-14,206.800003,208.729996,206.740005,208.509995,207.273743,3229000
2017-07-17,208.729996,209.720001,208.559998,209.000000,207.760834,2416000
2017-07-18,209.110001,209.190002,207.529999,208.240005,207.005356,1942300
2017-07-19,209.429993,210.929993,208.990005,210.880005,209.629700,2258400
2017-07-20,211.100006,211.250000,209.919998,210.279999,209.033249,2235100
2017-07-21,209.990005,212.199997,209.410004,212.139999,210.882217,2098400
2017-07-24,212.000000,212.639999,211.399994,212.179993,210.921982,2392700
2017-07-25,213.220001,214.000000,211.949997,212.460007,211.200333,2889000
2017-07-26,223.479996,233.979996,223.020004,233.449997,232.065872,14140000
2017-07-27,237.130005,242.679993,236.699997,241.000000,239.571106,10860600
2017-07-28,240.820007,242.000000,238.550003,241.270004,239.839523,4602400
2017-07-31,241.850006,246.490005,241.820007,242.460007,241.022461,5777300
2017-08-01,243.380005,243.990005,239.160004,239.440002,238.020370,5018400
2017-08-02,239.059998,241.559998,237.880005,237.949997,236.539200,5119900
2017-08-03,237.059998,239.589996,236.039993,238.250000,236.837418,5112700
2017-08-04,238.580002,239.729996,236.380005,237.710007,236.300629,5590500
2017-08-07,237.600006,241.429993,237.210007,240.229996,238.805679,3674700
2017-08-08,239.910004,240.520004,238.929993,239.500000,238.080002,4871500
2017-08-09,238.009995,238.699997,234.100006,234.309998,234.309998,5680400
2017-08-10,234.029999,236.160004,231.910004,232.880005,232.880005,6817700
2017-08-11,232.759995,235.399994,230.940002,234.880005,234.880005,3461700
2017-08-14,236.009995,237.479996,235.720001,237.149994,237.149994,2943900
2017-08-15,237.210007,239.639999,236.009995,239.169998,239.169998,2851100
2017-08-16,239.699997,240.259995,237.410004,237.589996,237.589996,3012700
2017-08-17,237.380005,237.600006,235.250000,235.589996,235.589996,2810900
2017-08-18,235.000000,237.259995,234.570007,235.770004,235.770004,2939500
2017-08-21,235.770004,236.940002,234.350006,235.679993,235.679993,2545400
2017-08-22,236.160004,239.889999,236.110001,239.750000,239.750000,2915700
2017-08-23,239.360001,239.360001,237.190002,238.089996,238.089996,2518300
2017-08-24,238.520004,238.899994,236.600006,238.740005,238.740005,2553100
2017-08-25,239.000000,239.089996,235.600006,235.889999,235.889999,2270300
2017-08-28,236.220001,237.550003,234.610001,237.179993,237.179993,2395000
2017-08-29,237.210007,241.169998,236.080002,240.490005,240.490005,3535500
2017-08-30,240.990005,241.440002,239.000000,240.460007,240.460007,2801100
2017-08-31,241.000000,241.100006,238.410004,239.660004,239.660004,3075800
2017-09-01,239.660004,242.529999,239.169998,240.330002,240.330002,3270700
2017-09-05,240.300003,240.360001,236.229996,237.000000,237.000000,3866600
2017-09-06,237.529999,237.860001,234.339996,234.619995,234.619995,4252700
2017-09-07,234.750000,236.539993,234.289993,236.309998,236.309998,2994500
2017-09-08,235.750000,239.389999,235.210007,238.779999,238.779999,3404200
2017-09-11,239.500000,241.850006,239.309998,240.589996,240.589996,3628100
2017-09-12,240.589996,241.710007,238.949997,240.580002,240.580002,2702700
2017-09-13,240.000000,243.479996,237.089996,241.929993,241.929993,4529100
2017-09-14,243.000000,245.610001,242.500000,245.229996,245.229996,4995200
2017-09-15,247.360001,249.949997,246.210007,249.000000,249.000000,9033300
2017-09-18,249.970001,253.789993,248.910004,253.080002,253.080002,5193000
2017-09-19,253.080002,255.169998,251.630005,252.460007,252.460007,4124700
2017-09-20,253.259995,256.690002,252.250000,255.460007,255.460007,3853200
2017-09-21,256.130005,256.989990,254.419998,256.040009,256.040009,2809400
2017-09-22,256.309998,259.299988,256.130005,256.450012,256.450012,3475600
2017-09-25,256.970001,256.970001,251.500000,254.320007,254.320007,3479200
2017-09-26,254.600006,256.480011,253.539993,253.699997,253.699997,2173600
2017-09-27,255.270004,258.769989,253.970001,255.279999,255.279999,3840100
2017-09-28,254.110001,255.800003,251.169998,254.270004,254.270004,2586100
2017-09-29,253.850006,255.259995,252.589996,254.210007,254.210007,2531100
2017-10-02,254.649994,255.990005,253.529999,255.990005,255.990005,2685100
2017-10-03,255.990005,258.260010,254.690002,255.460007,255.460007,3163400
2017-10-04,256.119995,257.130005,254.070007,255.759995,255.759995,3031000
2017-10-05,255.279999,258.989990,254.779999,258.890015,258.890015,3940200
2017-10-06,258.000000,258.899994,257.059998,258.579987,258.579987,2736400
2017-10-09,259.000000,259.000000,257.109985,258.390015,258.390015,2146100
2017-10-10,259.739990,261.059998,257.200012,260.929993,260.929993,2740700
2017-10-11,261.320007,261.649994,259.019989,261.440002,261.440002,2890300
2017-10-12,260.950012,262.980011,260.000000,261.910004,261.910004,2577900
2017-10-13,262.899994,263.790009,260.739990,260.739990,260.739990,2243900
2017-10-16,261.500000,262.000000,259.690002,259.750000,259.750000,1818900
2017-10-17,256.489990,259.049988,256.260010,258.619995,258.619995,2515900
2017-10-18,258.470001,260.730011,256.660004,260.040009,260.040009,2051700
2017-10-19,258.980011,259.100006,256.029999,259.040009,259.040009,2589200
2017-10-20,260.359985,264.829987,259.440002,264.750000,264.750000,3955900
2017-10-23,265.130005,265.980011,262.140015,262.320007,262.320007,3302400
2017-10-24,263.239990,267.209991,263.239990,266.000000,266.000000,4401600
2017-10-25,264.779999,266.000000,254.500000,258.420013,258.420013,7895300
2017-10-26,259.720001,261.440002,257.309998,259.269989,259.269989,3419100
2017-10-27,258.260010,259.500000,255.800003,256.459991,256.459991,2899200
2017-10-30,255.449997,260.410004,255.330002,259.250000,259.250000,3025900
2017-10-31,259.339996,259.929993,257.470001,257.980011,257.980011,2742800
2017-11-01,258.290009,259.410004,256.239990,258.500000,258.500000,2929500
2017-11-02,258.309998,263.239990,258.000000,262.630005,262.630005,2529900
2017-11-03,262.420013,263.790009,260.079987,261.750000,261.750000,2610800
2017-11-06,262.619995,265.839996,262.529999,264.070007,264.070007,2909500
