Date,Open,High,Low,Close,Adj Close,Volume
2016-10-01,null,null,null,null,null,null
2016-11-01,109.870003,114.739998,108.010002,113.940002,111.556175,69782500
2016-12-01,113.239998,118.620003,112.169998,115.849998,114.096947,75530600
2017-01-01,116.629997,119.230003,115.559998,118.320000,116.529572,66303000
2017-02-01,118.709999,125.720001,117.129997,124.500000,122.616051,56473300
2017-03-01,125.360001,127.519997,123.050003,124.870003,123.639748,59360600
2017-04-01,124.730003,135.000000,122.400002,131.139999,129.847977,61584500
2017-05-01,131.029999,134.119995,129.000000,132.990005,131.679749,59759700
2017-06-01,133.559998,135.899994,131.419998,133.289993,132.644974,54365500
2017-07-01,133.929993,138.699997,133.199997,136.119995,135.461288,46698100
2017-08-01,136.350006,140.210007,134.500000,138.270004,137.600891,55153100
2017-09-01,138.289993,142.059998,136.169998,141.740005,141.740005,57309600
2017-10-01,141.809998,147.000000,140.199997,144.160004,144.160004,55305400
